nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,"Cena de Trabajo",,1880000,8
"Ernesto Jiménez Rodarte",18719169,6,,ernesto7650,5O2UxNKg8,,2647,Vacaciones,,2630000,10
"Eduardo Lira Robledo",8086250,4,Eduardorobledo@tourket.com,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,1168000,4
"Jaime López Arriaga",25180217,3,Jaimearriaga@wass.com,Jaimearriaga,s0H4Paq0M2i6,,2765,Vacaciones,,1676000,4
"Sra. Norma Ríos Murillo",2201270,3,,sra.4368,kroUGR7fXtiT7,,7976,"Salida con Amigos",,324000,1
"Dolores Samaniego Aguirre",1466326,6,Doloresaguirre@wass.com,Doloresaguirre,5mKRpn4vbFybp8m,,8155,"Cena de Trabajo",,760000,5
"Natalia Briseño Saavedra",1828881,8,,nabrsa,wvISKZwS5H9Cx,,6245,"Salida con Amigos",,47000,1
"Eduardo Lira Robledo",8086250,4,,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Cena de Trabajo",,1393000,7
"Sr. José Marín Almonte",16019014,0,Sr.almonte@wass.com,srjomaal,Xcb7OjcGuFfkYt,,783,"Salida con Amigos",,846000,9
"Cristina Villarreal Nieto",11871660,4,cristina8054@edubus.cal,Cristinanieto,TsAMBm234eZ,,4736,"Cena de Trabajo",,340000,2
"Juan Carlos Venegas Yáñez",16262703,1,,Juanyáñez,WfQk0o4pr7,,5785,"Salida con Familia",,191000,1
"Julio Sepúlveda Pérez",5177056,0,,julio7167,mcy9qOuYV3RpeN,,2878,Vacaciones,,252000,4
"Luis Alvarez Chávez",10028214,3,lualch@wass.com,Luischávez,dFG35WabTkqHx53D,,9321,Aniversario,,2120000,5
"Antonio Espino Zayas",1211951,8,anesza@outluc.com,anesza,7j0NHH3H8aMKoPa,,8939,"Cena de Trabajo",,620000,10
"Sra. Clara Bonilla Negrete",26536593,0,sra.3471@wass.com,srclbone,dMIEYry9CLgiCq,,8660,Aniversario,,770000,10
"Sergio Villalpando Garza",5509238,9,sergio5437@wass.com,sergio2508,M8Y8RFNGm7bY6eaD,,1748,Vacaciones,,540000,6
"Rosario Ortiz Loera",9349144,0,roorlo@wass.com,roorlo,E3Wn1GJq,,2660,"Salida con Amigos",,2052000,6
"Armando Águilar Valadez",4032324,4,Armandovaladez@marmol.com,Armandovaladez,a3aP247nMaOS,,4418,Vacaciones,,391000,1
"Lilia Ramón Medina",13326750,6,Liliamedina@outluc.com,lirame,Vb9akQP7BFBfbs,,3599,Vacaciones,,832000,8
"Tomás Otero Vázquez",3590779,3,,tomás436,M9dWNP4i8s5U0O,,2551,"Cena de Trabajo",,258000,2
"María del Carmen Gonzales Salcedo",20541990,0,,maría1995,IyKPhvP7o2FoVVvj,,5665,"Salida con Amigos",,1145000,5
"Ramón Leyva Vásquez",11206179,7,,ralevá,f9ebAm7Fj0fOeGI,,5685,Aniversario,,534000,2
"María Teresa Méndez Valadez",5632529,8,,maría4488,gsDYlsL5t,,3179,"Salida con Amigos",,540000,9
"María Elena Sisneros Varela",10620908,1,,maría6876,3kBHcmU5PgIR6,,1697,"Cena de Trabajo",,1818000,9
"Jacobo Jaramillo Mascareñas",3922765,7,,jajama,sC8BSdQLyg,,4552,Aniversario,,981000,9
"Lucia Briones Godínez",20341604,0,,lubrgo,U4Lj3apq,,1079,"Cena de Trabajo",,256000,2
"Norma Anguiano Hidalgo",3407325,2,norma5699@marmol.com,Normahidalgo,56y27gYcZCTWXDs,,8970,"Cena de Trabajo",,312000,2
"Alejandra Nájera Alicea",20494294,3,,alejandra2549,JljyarPQ2,,6064,"Salida con Amigos",,1810000,10
"Gerardo Nazario Esquivel",17432390,9,,genaes,SAhT51JIaWx9I,,1465,Vacaciones,,1134000,3
"Gerardo Niño Flores",13124873,3,genifl@outluc.com,genifl,D16z4v4CuGk4A0TN,,9908,Aniversario,,1160000,4
"Sta. Ramón Pineda de Anda",9867680,5,strapidean@tourket.com,strapidean,BaZezig1Wg,,5189,Vacaciones,,1240000,8
"Virginia Olivas Acosta",9217454,9,,virginia6367,rtePEciq36N,,3306,Vacaciones,,356000,4
"Luis Carmona Nevárez",13215650,6,,luis3923,KgJK4MKa,,4360,Aniversario,,1267000,7
"Alberto Villaseñor Almanza",27660213,6,alberto2801@viajesanma.com,alberto6037,nM77Risyoo0hpCy,,2459,"Cena de Trabajo",,858000,6
"Rocio Balderas Ramírez",22888195,3,robara@viajesanma.com,rocio2910,n6hLZZl9FAO,,4255,"Cena de Trabajo",,612000,4
"Sra. Tomás Guillen Muñiz",22220018,0,sra.4568@wass.com,Sra.muñiz,8Qz8xPVhplFuN1J,,8620,Aniversario,,342000,2
"Julia Acosta Merino",23506830,3,julia365@outluc.com,julia9369,U1lGJV5Y8,,6018,"Salida con Familia",,882000,3
"Silvia Ontiveros Jurado",8478209,2,silvia6482@edubus.cal,Silviajurado,R89Whqh1aYAJ,,4914,Vacaciones,,1422000,6
"Marta Rivero Reséndez",15321666,5,,marta9104,f5ZD8jU8,,3395,"Salida con Amigos",,450000,5
"Ramiro Terrazas Alejandro",26369394,9,rateal@edubus.cal,ramiro4166,dn6ZbTQFlFU2OkC,,254,"Salida con Familia",,480000,8
"Concepción Mercado Armendáriz",18330271,0,,concepción5868,Tx6Y0VT0ie4,,6397,Aniversario,,3540000,10
"Diana Valdés Lucero",13030490,7,diana7475@viajesanma.com,diana3276,KoEGgmdMt7IHenQf,,5231,"Salida con Familia",,1737000,9
"Francisco Santana Juárez",11776432,0,,francisco4146,ZYU9W51SPz6i5D,,4022,Vacaciones,,595000,5
"Sr. Sara Zamora Carrasquillo",4614875,4,srsazaca@edubus.cal,sr.2513,8Bdy8a5mtu,,3202,"Salida con Familia",,1092000,3
"Caridad Caldera Merino",1503912,4,cacame@outluc.com,Caridadmerino,r1aBQ7Yo47x,,2394,Vacaciones,,612000,2
"Rodrigo Henríquez Camacho",1610966,5,Rodrigocamacho@viajesanma.com,rodrigo6918,iJU6G1yxCJLG,,6901,"Salida con Familia",,2205000,9
"Sta. Inés Medrano Vera",22369008,4,sta.7290@wass.com,sta.9493,AtRES12X,,1199,"Cena de Trabajo",,1230000,10
"Carlota Meléndez Cruz",24290434,6,,camecr,XrwU4KV8P,,3653,Vacaciones,,1662000,6
"Lilia Concepción Díaz",4591112,8,lilia2945@wass.com,licodí,Al7lih8sHy7k4X4,,2400,Vacaciones,,1530000,10
"Soledad Ávila Mota",14815363,9,soledad703@wass.com,Soledadmota,2KWoHGBLJNHoM3S,,8492,"Salida con Familia",,2730000,6
"Sr. Eduardo Bañuelos Gonzales",6522353,8,,Sr.gonzales,teRkM92B,,2130,Vacaciones,,837000,9
"Sta. Eloisa Regalado Suárez",14785131,6,,stelresu,P5LIYXd11ve10WKV,,4438,Aniversario,,436000,4
"Conchita Vásquez Flórez",5543398,4,,cováfl,CEgHT0Jm,,8056,Aniversario,,1719000,9
"Irene Arredondo Amaya",2735826,8,iraram@marmol.com,iraram,sttBNA7JA6f,,3752,Aniversario,,454000,2
"Felipe Saavedra Estrada",20507991,2,,fesaes,bWB0moxcWw6NqjFu,,1466,"Salida con Amigos",,465000,5
"Mario Cintrón Burgos",20668590,5,mario2957@viajesanma.com,macibu,5cfryo9vN3w5VAsw,,417,"Cena de Trabajo",,220000,2
"Bernardo Alejandro Montero",8545279,7,Bernardomontero@edubus.cal,bealmo,kzLF0eK20BQ6X1NO,,2068,"Cena de Trabajo",,1000000,10
"Ernesto Ortiz Cornejo",22345785,1,ernesto2122@viajesanma.com,Ernestocornejo,0X67Vvb2B9gb,,4866,"Salida con Familia",,772000,4
"Tomás Arguello Negrete",6894711,1,toarne@tourket.com,tomás6847,4I9oNvA6n9Im2mj,,6896,"Salida con Familia",,266000,2
"Eva Romero Maya",12000191,4,Evamaya@edubus.cal,eva7413,NVKSRi6YR3,,9309,"Salida con Amigos",,726000,3
"Eloisa Cano Griego",21121205,5,Eloisagriego@outluc.com,Eloisagriego,ZvE1cvyT3GIEQy,,7969,Aniversario,,1990000,10
"Sra. Diana Matías Hernandes",18868329,0,srdimahe@edubus.cal,Sra.hernandes,kINZCD07n7nNO6NW,,9055,"Cena de Trabajo",,528000,6
"Federico Correa Holguín",21006442,7,federico2044@wass.com,federico4219,j88GfezC4,,427,Vacaciones,,1341000,9
"Sofia Carrillo Rendón",21756889,7,,Sofiarendón,TDs5Hq7VVI,,4913,"Salida con Familia",,2680000,10
"Esteban Carrillo Villegas",10694768,6,Estebanvillegas@wass.com,esteban7445,Ol6ptC2wju,,8086,"Salida con Familia",,42000,6
"Mariana Trujillo Menéndez",22687059,8,,Marianamenéndez,Znh8xvvU8NQIy,,7660,"Salida con Familia",,336000,6
"Samuel Tello Mena",3361257,5,samuel8954@viajesanma.com,samuel878,iLGw02qd5W,,7305,"Salida con Familia",,1524000,4
"Marco Antonio Espino Barela",7971443,7,marco5263@tourket.com,Marcobarela,YCfQkBVA03VXRbD,,4319,"Cena de Trabajo",,1240000,10
"Eduardo Blanco Jaime",24180487,9,eduardo8994@wass.com,eduardo3878,45AJWm0B,,5510,Vacaciones,,1420000,10
"Sra. María Luisa Ulloa Bañuelos",1794653,6,,Sra.bañuelos,j8MMiCNKuP2Rnx,,8837,"Cena de Trabajo",,920000,8
"Enrique Casares Tejada",12221764,7,encate@edubus.cal,encate,jd8JBXSl5b3U0co,,9881,"Salida con Amigos",,945000,3
"Miguel Galarza Santillán",23233704,4,migasa@outluc.com,miguel9769,cGKW1bcCFqV,,5944,Vacaciones,,2345000,5
"Diana Rico Cabán",14449000,2,,Dianacabán,921FpOAClwEB,,2430,"Cena de Trabajo",,828000,3
"Homero Tamez Garibay",25853918,4,Homerogaribay@wass.com,hotaga,RiZ9Ps95,,5682,"Salida con Familia",,1428000,6
"Juan Cepeda Serrano",365879,1,juan4277@marmol.com,Juanserrano,3D02jqFF0OmjyMl,,956,"Cena de Trabajo",,3101000,7
"Josefina Báez Orosco",5334819,0,josefina8599@tourket.com,Josefinaorosco,Um8FG5mlF7,,6603,Vacaciones,,2750000,10
"Sra. Concepción Arenas Adame",17033910,0,sra.1935@viajesanma.com,sra.5786,FOmTUbMF6,,673,"Salida con Amigos",,1561000,7
"Rosalia Abreu Aranda",5371021,2,roabar@tourket.com,Rosaliaaranda,7Yam2btPQjtte,,9170,Vacaciones,,156000,3
"Dorotea Téllez Zúñiga",25941029,0,,Doroteazúñiga,5l47XRR0u9r,,1300,Aniversario,,3321000,9
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,Aniversario,,1745000,5
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Salida con Familia",,485000,5
"Jaime Carranza Zúñiga",5691646,6,,jaime9596,DwCTp8DJLt,,8697,Vacaciones,,104000,2
"Pablo Rael Saldivar",2481287,1,,pablo2107,Rsdq1ldIl844Rsde,,6834,Vacaciones,,340000,10
"Julio Muro Gurule",26976492,9,julio5116@viajesanma.com,Juliogurule,4ANMuCYsi,,4672,Vacaciones,,127000,1
"Antonia Zelaya Zarate",18187782,0,,anzeza,4Az3YDwP,,8270,"Salida con Amigos",,1256000,4
"Ramona Molina Sosa",4945131,8,Ramonasosa@viajesanma.com,Ramonasosa,Fv1oPdlpF,,7358,"Salida con Familia",,2336000,8
"Sta. Dolores Merino Ureña",13953199,0,,stdomeur,B2wfpo2lP9q6M4Hi,,5299,"Salida con Amigos",,346000,2
"Sr. Nicolás Granado Jurado",9463824,0,srnigrju@tourket.com,srnigrju,WIoB3R1UHdtsDH,,652,"Cena de Trabajo",,756000,4
"Sra. Rocio Solano Fonseca",28523820,0,sra.4182@edubus.cal,Sra.fonseca,mM2lZMYk0p,,9605,"Salida con Familia",,931000,7
"Natalia Briseño Saavedra",1828881,8,natalia4213@tourket.com,nabrsa,wvISKZwS5H9Cx,,6245,"Salida con Amigos",,486000,2
"Luz Montenegro Gastélum",281102,2,lumoga@tourket.com,luz4774,VBrErallh6c79e,,5615,"Cena de Trabajo",,916000,4
"Eduardo Jáquez Enríquez",29662950,2,,Eduardoenríquez,kvzf0ABvrUxTXQo1,,3288,"Salida con Familia",,336000,2
"Eduardo Lira Robledo",8086250,4,Eduardorobledo@tourket.com,Eduardorobledo,OtOtafHlzJ3Y,,5385,"Salida con Amigos",,1464000,8
"Sr. Sara Zamora Carrasquillo",4614875,4,srsazaca@edubus.cal,sr.2513,8Bdy8a5mtu,,3202,"Salida con Familia",,1144000,8
"Sra. Roberto Mena Sanabria",7480874,3,srromesa@viajesanma.com,sra.8515,zRVWwYf5OxM05,,5044,"Salida con Amigos",,888000,8
"Micaela Delao Nieto",13855334,5,mideni@tourket.com,micaela5512,sM5agvxHJvi784Z,,6804,"Salida con Familia",,327000,3
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Salida con Familia",,616000,4
"Mónica Cotto Pedroza",5519991,4,,mónica2379,3Kfz2p0tNZuc,,4743,Vacaciones,,2576000,8
"Raquel González Pizarro",19049201,0,,ragopi,CaziZh1CLZCOHM1R,,6495,Vacaciones,,117000,9
"Soledad Valenzuela Peres",12434191,4,Soledadperes@outluc.com,soledad8814,IePVb3mulwYDRqmz,,7896,Aniversario,,585000,9
"Clemente Barrientos Jiménez",9737806,1,clemente1686@viajesanma.com,Clementejiménez,ssOZ5Kcc,,3295,Vacaciones,,238000,2
"César Cruz Feliciano",2908064,0,,cécrfe,IwFSt0ofv,,9703,"Salida con Familia",,784000,7
"Mariano Lugo Suárez",9117433,2,,Marianosuárez,Yi5fu5Uw5,,2663,Vacaciones,,165000,5
"Francisco Montalvo Montenegro",26202071,1,frmomo@edubus.cal,Franciscomontenegro,SzCRglxBL5,,9234,Vacaciones,,2700000,10
"Sr. José Marín Almonte",16019014,0,Sr.almonte@wass.com,srjomaal,Xcb7OjcGuFfkYt,,783,Vacaciones,,203000,1
"Lorenzo Villarreal Dávila",20039370,8,,lorenzo8138,H5XJ3KxGLp,,6220,Aniversario,,246000,1
"Alejandro Díaz Regalado",13282838,5,,Alejandroregalado,jxIeH9R2MuE,,8179,"Cena de Trabajo",,206000,2
"Vicente Escobedo Arredondo",14604358,5,viesar@viajesanma.com,viesar,qsdL7kdSRIkY,,6423,"Salida con Familia",,2112000,6
"Sr. Mateo Peralta Santana",25232520,4,,srmapesa,K8DatLxTmAk,,9800,"Salida con Familia",,1820000,10
"Sra. Rocio Solano Fonseca",28523820,0,,Sra.fonseca,mM2lZMYk0p,,9605,"Salida con Familia",,1176000,4
"Sra. María Soledad Gómez Alicea",11195475,5,,Sra.alicea,9l9ObAeZS,,5826,Aniversario,,996000,3
"Magdalena Caballero Mayorga",14124504,0,,magdalena5168,EV0qEijrJzYpbs,,8930,"Salida con Amigos",,2142000,9
"Alfredo Saldaña Meraz",18828545,7,,Alfredomeraz,J6M0kMq4n,,9935,Vacaciones,,516000,4
"Timoteo Parra Godínez",24469079,3,,Timoteogodínez,UFy3QYTb46QP,,3246,Aniversario,,162000,9
"Sr. Carlos Menchaca Meza",12911189,5,sr.462@viajesanma.com,srcameme,U5Kbew8YYaqqP,,9233,Vacaciones,,50000,1
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,"Cena de Trabajo",,126000,2
"Jorge Delrío Puente",8938794,9,,Jorgepuente,rUPuu0xDQ,,3927,Vacaciones,,176000,4
"Lola Santillán Laureano",16232600,7,,lola7762,n6qz0Xc48fayLKrq,,3061,"Salida con Familia",,1820000,10
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,Aniversario,,434000,7
"Eva Bahena de Anda",21105958,3,eva9639@edubus.cal,eva401,QZ0zFzpFi2P9sy,,5802,Vacaciones,,648000,4
"Yolanda Serrato Pérez",24562093,4,,yosepé,ZP5sJYbwG,,8069,"Salida con Amigos",,217000,7
"Gerardo Rosado Cuellar",13017071,4,Gerardocuellar@viajesanma.com,gerardo9386,Hk0hK16tjv,,6120,"Salida con Amigos",,402000,3
"Sr. Rafael Corrales Tamayo",10722676,1,Sr.tamayo@marmol.com,Sr.tamayo,2ViGdvG7f4q1D,,6814,Vacaciones,,756000,6
"Isabela Delafuente Tejeda",21230128,0,isabela7904@marmol.com,isabela2007,sYcXqci0XqAkp4ya,,2384,Vacaciones,,2121000,7
"Amalia Limón Tijerina",17090064,2,amliti@wass.com,amalia2628,BTc7ITIv,,4479,"Cena de Trabajo",,316000,2
"Jesús Duran Rodríquez",2989021,8,,Jesúsrodríquez,G0QHadej,,5264,"Salida con Amigos",,715000,5
"Eva Delao Santacruz",28419503,5,eva1636@outluc.com,eva9802,tR0ogNcw4T,,4592,Vacaciones,,608000,4
"Ramona Molina Sosa",4945131,8,Ramonasosa@viajesanma.com,Ramonasosa,Fv1oPdlpF,,7358,"Salida con Amigos",,855000,9
"Germán Valdez Serrato",22209096,2,gevase@tourket.com,Germánserrato,5AGjpialFdlWDi,,3507,Vacaciones,,2744000,8
"Silvia Ontiveros Jurado",8478209,2,silvia6482@edubus.cal,Silviajurado,R89Whqh1aYAJ,,4914,"Cena de Trabajo",,720000,9
"Sta. Germán Amaya Gallardo",21807042,6,sta.9033@marmol.com,Sta.gallardo,dMFnz5fJV,,7524,"Cena de Trabajo",,88000,1
"Ana María Palomino Saldivar",4811803,8,anmapasa@edubus.cal,anmapasa,bEl3XGn1mKVw,,8617,"Salida con Amigos",,172000,2
"María Cristina Olivas Téllez",4143699,9,,Maríatéllez,MBig6VLcrqJ,,6744,Aniversario,,1064000,7
"Sta. Carmen Laureano Valencia",12052431,3,sta.2662@edubus.cal,Sta.valencia,k34YxDnmTfP,,7247,"Salida con Amigos",,768000,6
"Pablo Carmona Jaimes",13357303,8,pacaja@viajesanma.com,pablo7525,UbvtH6kV,,6837,Aniversario,,392000,7
"Rafael Abeyta Ávila",8279252,0,,raabáv,02Yp61iZKzGls,,2865,Vacaciones,,1528000,8
"Mayte Rosario Chacón",28984308,6,maroch@wass.com,Maytechacón,L0186sgxBhRZXSzW,,1799,"Salida con Amigos",,388000,1
"Gerardo Nazario Esquivel",17432390,9,genaes@edubus.cal,genaes,SAhT51JIaWx9I,,1465,"Salida con Familia",,402000,2
"Benjamín Rosado Delafuente",24763586,6,,Benjamíndelafuente,PXV4PaNYsKlItRF,,5682,Vacaciones,,1395000,9
"Armando Colunga Barragán",27907444,0,armando4318@viajesanma.com,armando8883,Yd8IwO87,,7480,Vacaciones,,84000,1
"Germán Haro Olvera",20304482,8,,Germánolvera,VU0na1S5oc,,2632,"Salida con Familia",,204000,6
"Sta. Ángela Robledo Otero",16475131,7,sta.7409@viajesanma.com,stánroot,VZs1FL8C,,3444,"Cena de Trabajo",,176000,1
"Sr. Mateo Peralta Santana",25232520,4,,srmapesa,K8DatLxTmAk,,9800,"Cena de Trabajo",,1000000,10
"Sr. Sancho Delgado Parra",9133156,0,,Sr.parra,nybwifUqN1O4,,7447,"Salida con Familia",,1785000,5
"Homero Ledesma Pérez",13909160,4,,Homeropérez,7zUs1sByGOjzwvr,,5164,Vacaciones,,215000,5
"Graciela Haro Ocampo",3522707,5,Gracielaocampo@edubus.cal,grhaoc,9qkKRUQX,,6996,Vacaciones,,1098000,6
"Luis Gallegos Borrego",5493407,6,lugabo@outluc.com,luis5635,ivqvA6CWVdtwU,,6149,Aniversario,,1674000,9
"Ignacio Peres Chacón",28936543,5,ignacio5166@outluc.com,Ignaciochacón,tf5gyzAXr,,1426,"Salida con Familia",,2075000,5
"Cristina Villarreal Nieto",11871660,4,cristina8054@edubus.cal,Cristinanieto,TsAMBm234eZ,,4736,"Cena de Trabajo",,100000,1
"José Nieto Santana",18104316,4,,josé5549,9FfBT1o9Np,,4068,Aniversario,,3213000,9
"Lourdes Huerta Padilla",15807199,1,lourdes4482@outluc.com,lohupa,mP3peISDv,,9233,Vacaciones,,705000,3
"Sra. Federico Lerma Vélez",17480710,8,,sra.4482,cEx1U2P9BlWxh7yB,,9919,Aniversario,,720000,8
"Sta. Mario Ceja Delapaz",2184584,1,Sta.delapaz@marmol.com,Sta.delapaz,8b6zetXyhOC5j8P,,7413,"Cena de Trabajo",,959000,7
"Sta. Graciela Rentería Espinosa",17669275,8,sta.529@wass.com,Sta.espinosa,OezGxcxUMoYQ0,,2061,Aniversario,,364000,4
"Diego Galindo Collado",9286479,0,digaco@tourket.com,digaco,IHwClUY58n21Hb,,8971,"Salida con Familia",,1662000,6
"Gilberto Galindo Vigil",25224705,0,,gigavi,hQRxFNZ9u,,1499,"Cena de Trabajo",,309000,3
"Marcos Velázquez Serrano",13752854,1,Marcosserrano@wass.com,mavese,U3WADlDpdvme,,1442,Aniversario,,173000,1
"Raquel Rascón Aponte",5982305,1,raquel4026@edubus.cal,Raquelaponte,SI89QON8TKfOg9,,9951,Aniversario,,429000,3
"María Eugenia Almaraz Chavarría",24806081,6,,Maríachavarría,0WKjIZ4NuMn,,5721,Vacaciones,,1200000,6
"Rafael Abeyta Ávila",8279252,0,,raabáv,02Yp61iZKzGls,,2865,Vacaciones,,2872000,8
"Sr. José Eduardo Palomo Carrasco",20569782,9,,Sr.carrasco,9r4Zmi7RN,,598,"Cena de Trabajo",,62000,2
"Sra. Diana Matías Hernandes",18868329,0,srdimahe@edubus.cal,Sra.hernandes,kINZCD07n7nNO6NW,,9055,"Cena de Trabajo",,1512000,6
"Luz Montemayor Estrada",9657447,9,,Luzestrada,PYwvOQksN1r3a,,9964,Aniversario,,324000,3
"Luis Miguel Guardado Luna",11096378,5,luis9953@marmol.com,Luisluna,LRc814xfwiA2qE,,2366,"Cena de Trabajo",,3856000,8
"Carlota Angulo Tijerina",12463398,2,caanti@edubus.cal,caanti,BTv4OCxl,,5908,Aniversario,,1351000,7
"Marisol Navarrete Angulo",13209629,5,,manaan,7Q8Ve205,,9858,"Salida con Familia",,596000,4
"Jerónimo Archuleta Araña",4811872,0,,Jerónimoaraña,GBFxx69jXfF3g8,,1818,Vacaciones,,1902000,6
"Mariano Rodríquez Colón",10977557,6,,mariano4656,ZKZdKtr63ii,,3640,Vacaciones,,912000,6
"Dorotea Franco Delafuente",5300160,2,Doroteadelafuente@outluc.com,Doroteadelafuente,hxnMAMO1,,8531,"Cena de Trabajo",,1500000,6
"Jerónimo Valles Reynoso",3422721,7,,jevare,guUbEAbRS9Hi1q,,8083,"Salida con Amigos",,292000,4
"María Teresa Valdivia Lara",2213076,5,,matevala,E4srazKN1pvV,,4986,"Salida con Amigos",,2140000,10
"Antonia Camacho Olvera",11466011,6,,Antoniaolvera,8SRlqeZPdHNV,,7301,"Salida con Amigos",,1160000,4
"Enrique Adame Mesa",2049049,7,,enrique4434,3UuajgvdQg5hnN3,,1410,"Salida con Familia",,912000,4
"Lilia Concepción Díaz",4591112,8,,licodí,Al7lih8sHy7k4X4,,2400,Vacaciones,,1253000,7
"Lucas Soto Águilar",7847796,2,lucas5948@outluc.com,Lucaságuilar,HxbHxSiPXM2i5zP,,6835,Aniversario,,288000,8
"Mayte Rosario Chacón",28984308,6,maroch@wass.com,Maytechacón,L0186sgxBhRZXSzW,,1799,"Salida con Amigos",,1130000,10
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Vacaciones,,1820000,7
"Laura Menéndez Gálvez",583666,2,,laura6696,p7CqSrewp6R,,4430,"Cena de Trabajo",,1596000,4
"Sra. Patricia Irizarry Téllez",22861369,0,,srpairté,KQDtVfY2h,,2402,"Salida con Familia",,540000,5
"Rodrigo Henríquez Camacho",1610966,5,,rodrigo6918,iJU6G1yxCJLG,,6901,Aniversario,,902000,2
"Carlota Llamas Zavala",21111786,9,Carlotazavala@wass.com,Carlotazavala,VYCAZ3m7BrCwEf,,1992,Aniversario,,1784000,8
"Gregorio Guerrero Campos",12418121,6,gregorio4842@outluc.com,gregorio5753,OsDKfV4v,,463,"Salida con Amigos",,942000,6
"Emilio Delacrúz Mejía",27387565,4,,emilio4221,7m43lJDR8,,8667,"Salida con Amigos",,1204000,4
"María Elena Sisneros Varela",10620908,1,,maría6876,3kBHcmU5PgIR6,,1697,"Cena de Trabajo",,525000,3
"Dolores Treviño Barela",14866879,5,dolores6822@wass.com,dotrba,FZxzb7ZWo36HGy,,9475,"Salida con Familia",,980000,5
"Sofia Crespo Gil",19580103,7,,Sofiagil,pbNLLFxB2Xkb,,7250,"Salida con Amigos",,330000,2
"Rosa Cardona Loya",29725884,2,rocalo@edubus.cal,Rosaloya,Nn857ZreP,,7927,"Salida con Familia",,2632000,8
"Gustavo Tamayo Olivas",6668422,9,Gustavoolivas@tourket.com,Gustavoolivas,5ZH9DXUGkE6,,4467,"Salida con Familia",,612000,6
"Sr. Juan Saucedo Barrios",15142449,0,sr.5257@viajesanma.com,Sr.barrios,LtOPivG0W0N1O,,3578,"Cena de Trabajo",,693000,7
"Rosario Rojo Alcaraz",8769821,1,Rosarioalcaraz@outluc.com,roroal,fFByJFFIHrsk42Q,,3076,"Cena de Trabajo",,910000,10
"Sara Ceballos Chacón",27734474,2,,sacech,B4TtZJGv51,,2498,Vacaciones,,402000,3
"Rafael Gaona Armenta",1991964,1,Rafaelarmenta@viajesanma.com,rafael4852,FVvU5Wxhhu,,6276,"Salida con Familia",,71000,1
"Sra. Reina Rentería Rodríquez",8452352,6,sra.8598@outluc.com,sra.2130,Zuv2P1inwZ2,,1410,Vacaciones,,1184000,4
"Sta. Lourdes Gollum Fajardo",9623095,8,,Sta.fajardo,kVd2C6gS6EnI,,2575,"Salida con Familia",,167000,1
"Sta. Mario Ceja Delapaz",2184584,1,Sta.delapaz@marmol.com,Sta.delapaz,8b6zetXyhOC5j8P,,7413,"Cena de Trabajo",,2780000,10
"Juan Cepeda Serrano",365879,1,,Juanserrano,3D02jqFF0OmjyMl,,956,"Cena de Trabajo",,1813000,7
"Sr. Víctor Garrido Rodarte",4422973,0,,Sr.rodarte,74C9MAzMZ37G7RG,,7712,"Salida con Amigos",,1128000,8
"Cristian Montero Cerda",22331770,7,crmoce@outluc.com,Cristiancerda,F5FabHub,,7883,Aniversario,,264000,2
"Victoria Laureano Mora",26275709,9,victoria8190@viajesanma.com,victoria1977,az6UuZiQ,,1039,"Salida con Amigos",,196000,2
"Ignacio Vargas Jaimes",14648425,5,igvaja@wass.com,Ignaciojaimes,vFamAO2bQC,,4641,"Salida con Amigos",,1030000,10
"Agustín Mejía Garica",9597700,6,,agustín8219,kOwKw05d53p,,2669,"Cena de Trabajo",,520000,4
"Elisa Lara Bahena",5514265,3,Elisabahena@outluc.com,ellaba,wV4eHbcOXp5F1,,8055,"Salida con Amigos",,700000,7
"Gregorio Guerrero Campos",12418121,6,,gregorio5753,OsDKfV4v,,463,"Salida con Amigos",,1205000,5
"Sr. Alberto Alvarez Correa",15750494,0,,sr.1718,qz8Nsa4NbTzera,,3571,"Cena de Trabajo",,459000,3
"Sara Serrano Correa",1886727,3,saseco@outluc.com,Saracorrea,taf9XU88H,,4206,Vacaciones,,1603000,7
"Sra. Jacobo Zepeda Murillo",5196571,0,,Sra.murillo,e17WbIkhvI8JSyiY,,420,"Cena de Trabajo",,297000,9
"Sra. Hugo Abrego Camacho",22397285,3,sra.3145@viajesanma.com,srhuabca,sb7ZHiVI4anN,,5907,"Salida con Familia",,2860000,10
"Gabriel Rivas González",8073778,5,,garigo,pZ5pla4KCg8ylA,,4140,Vacaciones,,775000,5
"Eduardo Carrion Tórrez",24109204,6,,edcató,eT01HNtJfNWGi,,7786,Vacaciones,,116000,2
