nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
Silvia Perea Montalvo,4453749,4,silvia8074@viajes.cl,sipemo,PWgCdN1Un,\+56 2 1264 5462,Diurno,Banmédica,Full time,507306,,,,,Disponible,34389,Lorca,Irún,2025-06-12,2025-08-22,50,1706,117000,Emirates,,{},"{""San Cristróbal de la Laguna""}",Clase ejecutiva,{}
Sra. Ramón Anaya Olvera,17620997,6,Sra.olvera@viajes.cl,sra.8230,RyAt9c5unY151E0r,\+56 2 5311 5926,Diurno,Más vida,Full time,507307,,,,,Disponible,54855,Ferrol,Linares,2026-09-27,2027-03-23,35,4254,340000,Alaska Airlines,,{},{},Primera clase,{}
Ester Riojas Santiago,24685391,6,esrisa@viajes.cl,ester5268,Bsj6wnK7EP,\+56 9 0857 3715,Diurno,Consalud,Full time,507308,,,,,Disponible,19949,Palma de Mallorca,Molina de Segura,2026-04-08,2026-08-23,99,3292,137000,American Airlines,,{},"{Madrid,Bilbao,Paterna,""Chiclana de la Frontera""}",Clase ejecutiva,{}
Marilu Delvalle Acuña,24757012,8,madeac@viajes.cl,marilu5716,MOpFLdST3,\+56 9 3833 3205,Nocturno,Colmena,Full time,507309,,,,,Disponible,91296,Cartagena,Dos Hermanas,2026-10-04,2027-02-20,82,3342,148000,Air France,,{},"{""San Sebastián"",Almería,""San Fernando""}",Clase ejecutiva,{}
Ramiro Anguiano Aparicio,19850507,2,Ramiroaparicio@viajes.cl,Ramiroaparicio,V8dHx081CS1b,\+56 9 2939 8381,Nocturno,Fonasa,Part time,507310,,,,,Disponible,14313,Fuenlabrada,Elda,2025-09-09,2026-01-01,22,2737,233000,Lufthansa,,{},{Oviedo},Primera clase,{}
Andrés Serrato Zavala,7753392,3,andrés8085@viajes.cl,andrés6629,0bBgKrQW,\+56 9 0187 1450,Diurno,Banmédica,Full time,507311,,,,,Disponible,40315,Orense,Benalmádena,2026-10-19,2027-02-25,66,3108,281000,United Airlines,,{},"{""Ciudad Real"",""Molina de Segura"",Santander,Murcia,Huelva}",Clase ejecutiva,{}
Sr. Daniela Guerra Ayala,16699609,0,srdaguay@viajes.cl,sr.6378,cjVM0UlqyoMleMO,\+56 9 1081 7653,Diurno,Colmena,Part time,507312,,,,,Disponible,94914,Ciudad Real,Fuengirola,2026-11-10,2027-02-08,17,2180,161000,Southwest Airlines,,{},"{Granollers,Guadalajara}",Primera clase,{}
Olivia Negrón Angulo,13085635,7,Oliviaangulo@viajes.cl,olivia7549,s2AHszMj39,\+56 2 3912 4476,Diurno,Consalud,Part time,507313,,,,,Disponible,33564,Motril,Paterna,2026-08-26,2027-01-24,72,3629,459000,American Airlines,,{},"{Lorca,Alicante}",Primera clase,{}
Cristina Rodrígez Lebrón,11301394,0,Cristinalebrón@viajes.cl,cristina6222,UoP2icXCzun4C,\+56 2 0021 6422,Nocturno,Fonasa,Full time,507314,,,,,Disponible,68173,Lugo,San Fernando,2025-06-10,2025-06-16,57,149,30000,Air Canada,,{},"{""Hospitalet de LLobregat"",Gerona,""Roquetas de Mar""}",Clase económica,{}
Antonio Padilla Gaitán,28698335,9,Antoniogaitán@viajes.cl,Antoniogaitán,UZztCeQ3QTgh0,\+56 9 3154 5297,Diurno,Fonasa,Full time,507315,,,,,Disponible,76710,Granada,Madrid,2026-04-06,2026-07-06,2,2187,226000,Lufthansa,,{},{Mataró},Primera clase,{}
Maricarmen Galarza Limón,8775602,5,Maricarmenlimón@viajes.cl,magali,6ChO9uQsT,\+56 9 7390 6178,Diurno,Colmena,Part time,507316,,,,,Disponible,24316,Dos Hermanas,Calahorra,2025-05-10,2025-09-25,31,3321,138000,British Airways,,{},"{""El Prat de LLobregat"",Barcelona,Torrevieja}",Primera clase,{}
Mario Alva Solorio,504314,0,Mariosolorio@viajes.cl,Mariosolorio,POeH4tRm9RBdeij,\+56 9 1810 9312,Diurno,Más vida,Part time,507317,,,,,Disponible,70194,Irún,Baracaldo,2026-11-05,2027-02-23,96,2661,111000,Ethiopian Airlines,,{},"{Paterna,Algeciras}",Primera clase,{}
Sra. Miguel Ángel Casas Carrera,2682496,6,sra.1626@viajes.cl,Sra.carrera,53sxSuz31U,\+56 9 2069 7705,Nocturno,Colmena,Full time,507318,,,,,Disponible,36521,Cuenta,Rubí,2025-07-23,2025-12-25,10,3739,423000,Air France,,{},"{Mérida,""Santiago de Compostela"",Motril,Fuengirola,Majadahonda}",Primera clase,{}
Leonor Fernández Gallegos,20845942,2,lefega@viajes.cl,lefega,VzdOQENAFt1z,\+56 2 2528 6769,Nocturno,Colmena,Part time,507319,,,,,Disponible,12406,Molina de Segura,Pontevedra,2025-07-03,2025-09-18,81,1856,180000,Qatar Airways,,{},"{Tarragona,Puertollano,""Santa Lucía de Tirajana"",Torrevieja}",Clase ejecutiva,{}
Sra. Bernardo Cuellar Lucio,10627389,8,srbeculu@viajes.cl,Sra.lucio,EtnGUi3tgX1FI60,\+56 2 1493 7563,Nocturno,Banmédica,Part time,507320,,,,,Disponible,35884,Pozuelo de Alarcón,Toledo,2026-03-22,2026-06-03,65,1775,78000,Qantas,,{},{Fuengirola},Clase ejecutiva,{}
Catalina Prado Prieto,21384177,7,caprpr@viajes.cl,Catalinaprieto,6DK0ZRo6,\+56 9 7175 9296,Diurno,Consalud,Full time,507321,,,,,Disponible,1709,Alcobendas,Estepona,2026-08-08,2026-11-22,63,2564,251000,LATAM Airlines,,{},"{Alcobendas,Palencia,Ávila}",Primera clase,{}
Javier Arevalo Velasco,3476031,4,javier120@viajes.cl,javier4424,2jVhf87Ml,\+56 2 8138 9996,Nocturno,Consalud,Part time,507322,,,,,Disponible,42776,Móstoles,Pontevedra,2025-12-21,2026-02-10,76,1231,74000,JetBlue,,{},"{Rivas-Vaciamadrid,Ávila,Zamora,""Cornellá de Llobregat""}",Clase económica,{}
Jorge Luis Ochoa Tamez,7921941,0,jorge5644@viajes.cl,joluocta,ttZyBQi1B8F,\+56 2 9368 2231,Diurno,Consalud,Full time,507323,,,,,Disponible,8523,Santa Lucía de Tirajana,Toledo,2026-07-26,2026-08-27,40,770,111000,Etihad Airways,,{},"{Manresa,""Collado Villalba"",Zamora,Murcia}",Clase económica,{}
María Vera Rico,29322850,7,Maríarico@viajes.cl,maría1006,kgfgRa01Y,\+56 2 5673 6609,Diurno,Más vida,Full time,507324,,,,,Disponible,99018,Alcalá de Guadaira,Ceuta,2025-11-08,2026-01-17,83,1685,72000,JetBlue,,{},"{""Chiclana de la Frontera"",Lérida,""San Sebastían de los Reyes""}",Clase económica,{}
Jorge Luis Ochoa Tamez,7921941,0,jorge5644@viajes.cl,joluocta,ttZyBQi1B8F,\+56 2 9368 2231,Diurno,Consalud,Full time,507325,,,,,Disponible,23165,Molina de Segura,Torremolinos,2026-08-01,2026-10-10,42,1701,188000,Lufthansa,,{},{},Clase económica,{}
Jesús Anguiano Palomo,8763231,8,jesús8057@viajes.cl,Jesúspalomo,R6FmF2W958Snv,\+56 2 2046 4662,Nocturno,Más vida,Part time,507326,,,,,Disponible,30986,Segovia,Torrelavega,2025-04-14,2025-08-24,82,3188,189000,Air Canada,,{},"{""San Sebastián"",""Hospitalet de LLobregat""}",Primera clase,{}
Sta. Jerónimo Casillas Deleón,19756033,9,sta.6859@viajes.cl,Sta.deleón,baCoupW3bipUXIn,\+56 9 3259 5658,Nocturno,Fonasa,Full time,507327,,,,,Disponible,27694,Puertollano,Viladecans,2025-03-22,2025-07-03,45,2490,122000,Copa Airlines,,{},"{Vitoria,Bilbao}",Primera clase,{}
Carlos Carranza Acevedo,11808257,5,cacaac@viajes.cl,carlos6199,7rZ1EEopYLe,\+56 9 1381 8710,Nocturno,Más vida,Part time,507328,,,,,Disponible,98282,Mollet del Vallés,Sagunto,2025-11-02,2026-01-21,46,1925,67000,Emirates,,{},{Cuenta},Clase económica,{}
Francisca Mejía Gutiérrez,29680939,0,Franciscagutiérrez@viajes.cl,Franciscagutiérrez,xqDx2T1NIayzPS,\+56 2 4737 6625,Nocturno,Consalud,Full time,507329,,,,,Disponible,13987,Elda,Inca,2025-11-17,2026-02-10,16,2044,110000,British Airways,,{},{},Clase ejecutiva,{}
Esteban Candelaria Montenegro,15325912,7,esteban9064@viajes.cl,escamo,4wnWOplrDtLib,\+56 9 2249 6798,Nocturno,Banmédica,Part time,507330,,,,,Disponible,9572,San Fernando,Torrelavega,2026-04-20,2026-04-29,55,226,161000,Southwest Airlines,,{},"{Elda,""Collado Villalba"",Gijón,Ferrol}",Clase ejecutiva,{}
José Eduardo Escobar Prado,17677783,4,Joséprado@viajes.cl,joedespr,0lgnyWaD2DbvK,\+56 9 6519 4208,Diurno,Consalud,Part time,507331,,,,,Disponible,19024,Pamplona,Rivas-Vaciamadrid,2025-12-04,2026-01-10,27,898,73000,WestJet,,{},"{Gijón,Fuenlabrada,Gandía,Móstoles}",Clase económica,{}
Gabriela Gastélum Sosa,6438593,3,Gabrielasosa@viajes.cl,gabriela5210,aBsHBC45,\+56 2 6846 9851,Nocturno,Más vida,Full time,507332,,,,,Disponible,61554,Vitoria,Móstoles,2025-08-30,2026-01-20,61,3442,293000,United Airlines,,{},"{Benidorm,Murcia,Ávila,""Castellón de la Plana""}",Clase ejecutiva,{}
Sr. Yolanda Pedroza Ibarra,9469424,8,sr.4232@viajes.cl,sryopeib,0a3TdzeRIh,\+56 9 6947 3863,Nocturno,Banmédica,Full time,507333,,,,,Disponible,73633,Cáceres,Murcia,2026-08-28,2026-12-02,100,2315,207000,Vueling,,{},{Murcia},Primera clase,{}
Conchita Hernandes Luna,15370325,6,Conchitaluna@viajes.cl,conchita5734,1eysYfok,\+56 9 7092 5853,Diurno,Banmédica,Full time,507334,,,,,Disponible,16569,Alcalá de Guadaira,Segovia,2026-04-19,2026-05-16,79,652,46000,Air New Zealand,,{},"{""San Fernando"",Málaga,Málaga}",Clase económica,{}
Claudia Alba Maya,6365739,5,Claudiamaya@viajes.cl,claudia406,dJ05zirZLcQ9Z69,\+56 2 2913 9723,Nocturno,Consalud,Part time,507335,,,,,Disponible,48183,Dos Hermanas,Ciudad Real,2025-11-11,2026-03-03,39,2688,145000,EasyJet,,{},"{Cuenta,Sevilla,Vigo,Madrid}",Clase ejecutiva,{}
Maricarmen Rodríguez Núñez,28746723,0,maronú@viajes.cl,maronú,twx7FPUr2F,\+56 2 8932 5768,Nocturno,Consalud,Full time,507336,,,,,Disponible,37254,Albacete,Logroño,2025-10-28,2025-11-14,84,416,45000,Spirit Airlines,,{},"{Salamanca,Baracaldo,Logroño,Benalmádena,""San Sebastián""}",Clase económica,{}
Sr. Javier Osorio Ledesma,22419867,1,Sr.ledesma@viajes.cl,Sr.ledesma,QwGzRq6W5,\+56 2 5379 5919,Diurno,Fonasa,Part time,507337,,,,,Disponible,57268,Marbella,Bilbao,2026-08-24,2026-12-17,57,2761,177000,Qatar Airways,,{},{Ponferrada},Primera clase,{}
Sra. Mariana Pacheco Caballero,9850814,7,Sra.caballero@viajes.cl,Sra.caballero,p4CJP38hbJZSKNJP,\+56 9 4111 4564,Diurno,Más vida,Part time,507338,,,,,Disponible,38355,Jaén,Gerona,2026-04-06,2026-05-19,42,1041,35000,Ryanair,,{},"{Telde,""Santa Lucía de Tirajana"",Marbella,León,Alicante}",Clase económica,{}
Sr. Marilu Cornejo Alemán,18930111,1,sr.5351@viajes.cl,srmacoal,oVqF2mtszGse,\+56 2 6823 7630,Nocturno,Fonasa,Part time,507339,,,,,Disponible,18767,Elche,Cuenta,2026-08-06,2026-09-22,72,1139,137000,Turkish Airlines,,{},"{Valencia,Benidorm}",Clase económica,{}
Sra. Jorge Miranda Maya,2899076,6,sra.4724@viajes.cl,sra.1738,zKFP6xiKD,\+56 9 3005 8592,Nocturno,Más vida,Part time,507340,,,,,Disponible,81964,Sanlúcar de Barrameda,Badajoz,2025-09-23,2026-02-07,40,3291,113000,Singapore Airlines,,{},"{Getafe,Vigo,""Santa Coloma de Gramanet"",Oviedo,""San Cristróbal de la Laguna""}",Primera clase,{}
Gilberto Guajardo Muro,20534650,3,Gilbertomuro@viajes.cl,Gilbertomuro,Tv81wFQnWbmIlgWr,\+56 9 4313 2612,Diurno,Banmédica,Part time,507341,,,,,Disponible,17063,Paterna,Baracaldo,2026-05-08,2026-07-10,42,1522,143000,Southwest Airlines,,{},"{""Santiago de Compostela"",Huelva}",Clase económica,{}
Olivia Almanza Cerda,3437808,8,olalce@viajes.cl,Oliviacerda,E6tBDr8tTs2piMmW,\+56 2 9692 3736,Nocturno,Banmédica,Part time,507342,,,,,Disponible,87370,San Sebastían de los Reyes,Toledo,2025-05-20,2025-07-25,85,1607,159000,Turkish Airlines,,{},"{Cartagena,""La Coruña"",Arrecife,Lérida,Orense}",Clase ejecutiva,{}
Guillermina Santacruz Vásquez,24126321,5,guillermina7531@viajes.cl,gusavá,612YWYdIwc2u,\+56 9 0640 2148,Diurno,Más vida,Part time,507343,,,,,Disponible,73772,Logroño,Santa Lucía de Tirajana,2026-05-24,2026-09-23,69,2943,316000,Air Canada,,{},{},Clase ejecutiva,{}
Ana Luisa Ozuna Posada,25307003,0,ana6414@viajes.cl,ana1945,KISVmIC41Hr0GZvO,\+56 9 0787 8493,Diurno,Colmena,Part time,507344,,,,,Disponible,30180,Salamanca,La Línea de la Concepción,2025-03-22,2025-05-30,33,1659,77000,Qatar Airways,,{},"{Parla,""Sanlúcar de Barrameda""}",Clase económica,{}
Sra. Bernardo Cuellar Lucio,10627389,8,srbeculu@viajes.cl,Sra.lucio,EtnGUi3tgX1FI60,\+56 2 1493 7563,Nocturno,Banmédica,Part time,507345,,,,,Disponible,35736,Baracaldo,Vigo,2025-11-25,2026-02-21,23,2131,116000,Vueling,,{},"{Pontevedra,Bilbao,Pamplona,Linares}",Clase económica,{}
Lucia Villareal Loera,12929525,2,Lucialoera@viajes.cl,Lucialoera,06RPxVIKp,\+56 9 2197 8183,Nocturno,Fonasa,Part time,507346,,,,,Disponible,50809,Benidorm,Avilés,2025-05-29,2025-08-09,54,1750,191000,Turkish Airlines,,{},"{Alicante,Oviedo,""La Línea de la Concepción""}",Clase ejecutiva,{}
Antonio Padilla Gaitán,28698335,9,Antoniogaitán@viajes.cl,Antoniogaitán,UZztCeQ3QTgh0,\+56 9 3154 5297,Diurno,Fonasa,Full time,507347,,,,,Disponible,78486,Sabadell,Alcobendas,2025-12-28,2026-05-11,52,3231,285000,Vueling,,{},"{""Cerdañola del Vallés"",""Alcalá de Guadaira"",Baracaldo,Algeciras,Linares}",Primera clase,{}
Armando Ulibarri Razo,22974735,5,arulra@viajes.cl,arulra,V9gWpSaNTv0gikD,\+56 9 7832 8748,Nocturno,Consalud,Full time,507348,,,,,Disponible,68316,Valencia,Las Palmas de Gran Canaria,2026-04-13,2026-06-10,63,1397,48000,Ryanair,,{},{},Clase económica,{}
Sra. Lucas Tamez Fuentes,23609028,0,sra.2561@viajes.cl,srlutafu,2q69EY6dYfP,\+56 2 7936 6746,Diurno,Banmédica,Full time,507349,,,,,Disponible,80375,Zamora,Sanlúcar de Barrameda,2025-05-09,2025-08-26,2,2623,253000,KLM,,{},"{""La Coruña"",Jaén,Gecho,Cáceres}",Primera clase,{}
Sta. Mercedes Murillo Ortiz,19308155,0,stmemuor@viajes.cl,sta.6308,rzEDxN24v7,\+56 9 8814 4521,Nocturno,Fonasa,Part time,507350,,,,,Disponible,92921,Rubí,Collado Villalba,2026-10-21,2027-03-30,58,3842,259000,Air New Zealand,,{},{},Primera clase,{}
Yolanda Méndez Orta,4631000,4,yolanda7433@viajes.cl,Yolandaorta,aT5dwD7jkjqF0Ug,\+56 2 8578 9881,Diurno,Consalud,Part time,507351,,,,,Disponible,79924,Badalona,Coslada,2026-01-13,2026-04-04,76,1956,89000,Iberia,,{},"{""Cornellá de Llobregat"",Ponferrada}",Clase económica,{}
Elsa Saucedo Fuentes,19327441,2,elsafu@viajes.cl,elsa2757,MRut41lUTeUVWO,\+56 9 7034 5065,Diurno,Colmena,Full time,507352,,,,,Disponible,26090,Valencia,Alcalá de Guadaira,2025-05-27,2025-08-03,11,1652,180000,Singapore Airlines,,{},"{""El Ejido""}",Clase ejecutiva,{}
Rubén Girón Zayas,22421940,7,Rubénzayas@viajes.cl,rubén9941,LNa3kl0zjWkY,\+56 9 3572 1118,Nocturno,Fonasa,Full time,507353,,,,,Disponible,77968,Lugo,Valencia,2026-06-05,2026-08-15,96,1712,163000,Etihad Airways,,{},"{Lugo,Vitoria,Fuengirola,""Alcalá de Guadaira"",Ávila}",Clase ejecutiva,{}
Lourdes Urbina Castellanos,8513692,5,lourca@viajes.cl,lourdes8266,oZD2mfV7dtpljh,\+56 9 3051 5776,Diurno,Banmédica,Part time,507354,,,,,Disponible,3430,Molina de Segura,Puertollano,2026-07-26,2026-09-21,59,1369,50000,Air Canada,,{},{Valladolid},Clase económica,{}
Sra. Francisco Paredes Viera,8129664,2,sra.6567@viajes.cl,sra.4588,rdtvPx8mhH,\+56 9 9025 9422,Diurno,Consalud,Full time,507355,,,,,Disponible,99288,Rubí,Fuengirola,2026-11-01,2026-11-09,55,213,100000,Emirates,,{},{},Clase económica,{}
José González Ramírez,5113956,9,jogora@viajes.cl,jogora,nHzzTKNL1Y,\+56 9 6286 8816,Diurno,Fonasa,Full time,507356,,,,,Disponible,7509,Tarrasa,Alcobendas,2026-07-13,2026-10-22,39,2446,248000,Turkish Airlines,,{},"{Paterna,""Hospitalet de LLobregat"",Reus,Pamplona,Motril}",Clase ejecutiva,{}
Lola Cerda Mena,3927092,7,Lolamena@viajes.cl,loceme,NUZTu6y88,\+56 2 9324 2553,Diurno,Consalud,Part time,507357,,,,,Disponible,15522,El Ejido,Fuenlabrada,2026-08-30,2027-02-18,8,4145,489000,Emirates,,{},"{Cuenta,""Las Palmas de Gran Canaria""}",Primera clase,{}
Vicente Ulibarri Benavides,20124069,7,viulbe@viajes.cl,Vicentebenavides,Eqk321XHz7dt8p,\+56 9 3297 8020,Diurno,Fonasa,Part time,507358,,,,,Disponible,56003,Pamplona,Tarragona,2026-04-28,2026-07-29,59,2213,83000,Ethiopian Airlines,,{},{Badalona},Clase ejecutiva,{}
Sta. Mariano Rael Trejo,27692688,8,Sta.trejo@viajes.cl,stmaratr,y5Yu0HKX5,\+56 9 0604 2659,Nocturno,Colmena,Part time,507359,,,,,Disponible,86295,Almería,Puertollano,2025-06-05,2025-08-01,86,1388,67000,British Airways,,{},{},Clase económica,{}
Rebeca Barrientos Zapata,10294136,5,Rebecazapata@viajes.cl,rebaza,yAMaCt8Mvwg2bVpI,\+56 2 0015 5210,Diurno,Fonasa,Full time,507360,,,,,Disponible,68843,Huelva,Reus,2025-03-19,2025-08-30,62,3942,476000,Frontier Airlines,,{},"{Orihuela,Reus}",Primera clase,{}
Rebeca Barrientos Zapata,10294136,5,Rebecazapata@viajes.cl,rebaza,yAMaCt8Mvwg2bVpI,\+56 2 0015 5210,Diurno,Fonasa,Full time,507361,,,,,Disponible,96773,Pontevedra,Jerez de la Frontera,2026-11-03,2027-04-09,60,3782,300000,Etihad Airways,,{},{Orihuela},Primera clase,{}
Miguel Ureña Morales,20832292,3,miurmo@viajes.cl,miguel7541,ICJ2OGb2tD3R,\+56 9 1076 3762,Nocturno,Consalud,Part time,507362,,,,,Disponible,67939,Pamplona,Ponferrada,2026-01-22,2026-04-30,28,2352,142000,Etihad Airways,,{},{},Primera clase,{}
Sta. Agustín Montalvo Collazo,2564635,5,stagmoco@viajes.cl,Sta.collazo,XpKvSiGkm13JG,\+56 9 0261 7946,Diurno,Colmena,Part time,507363,,,,,Disponible,38202,Valdemoro,Badajoz,2026-09-05,2026-12-21,81,2588,100000,Delta Air Lines,,{},{},Clase ejecutiva,{}
Sr. Margarita Sisneros Muro,11397091,0,Sr.muro@viajes.cl,sr.6580,88P2iv3EW,\+56 2 3804 4821,Nocturno,Consalud,Full time,507364,,,,,Disponible,97622,San Cristróbal de la Laguna,Benidorm,2026-07-29,2027-01-20,88,4208,306000,Delta Air Lines,,{},"{""Torrejón de Ardoz"",Córdoba,Majadahonda}",Primera clase,{}
Claudia Alba Maya,6365739,5,Claudiamaya@viajes.cl,claudia406,dJ05zirZLcQ9Z69,\+56 2 2913 9723,Nocturno,Consalud,Part time,507365,,,,,Disponible,17136,Parla,Huelva,2026-09-09,2027-02-16,78,3843,371000,Frontier Airlines,,{},"{Orense,Leganés,""Molina de Segura"",Benidorm,Segovia}",Primera clase,{}
Martín Ayala Raya,10499902,6,martín9252@viajes.cl,martín8054,d2xQrlFp41,\+56 9 5214 4638,Diurno,Más vida,Part time,507366,,,,,Disponible,53262,Logroño,Linares,2026-02-10,2026-03-03,83,507,15000,JetBlue,,{},{},Clase económica,{}
Mariana Jáquez Huerta,4409046,5,Marianahuerta@viajes.cl,mariana2065,qOesk8Et,\+56 9 7825 2834,Diurno,Fonasa,Part time,507367,,,,,Disponible,136,Sevilla,Bilbao,2026-02-10,2026-08-07,100,4273,301000,WestJet,,{},{},Primera clase,{}
Gerardo Atencio Badillo,12791070,7,geatba@viajes.cl,Gerardobadillo,Hacb3DPFlGSPn0t,\+56 9 5704 7056,Nocturno,Colmena,Full time,507368,,,,,Disponible,45716,Sabadell,Mollet del Vallés,2026-05-03,2026-06-06,90,819,138000,Turkish Airlines,,{},{},Clase económica,{}
Sta. Mercedes Murillo Ortiz,19308155,0,stmemuor@viajes.cl,sta.6308,rzEDxN24v7,\+56 9 8814 4521,Nocturno,Fonasa,Part time,507369,,,,,Disponible,266,Getafe,Sanlúcar de Barrameda,2025-04-11,2025-07-19,43,2389,240000,Vueling,,{},"{""Sanlúcar de Barrameda"",""Cornellá de Llobregat"",Algeciras,Cuenta,""El Puerto de Santa María""}",Clase ejecutiva,{}
Mariana Jáquez Huerta,4409046,5,Marianahuerta@viajes.cl,mariana2065,qOesk8Et,\+56 9 7825 2834,Diurno,Fonasa,Part time,507370,,,,,Disponible,85513,Lorca,Majadahonda,2025-03-06,2025-05-16,2,1705,132000,KLM,,{},"{Manresa,Inca,León,""Dos Hermanas""}",Clase económica,{}
Sergio Caldera Coronado,2059062,9,secaco@viajes.cl,secaco,9Evrheooddj,\+56 2 6173 1015,Nocturno,Más vida,Part time,507371,,,,,Disponible,31198,Benidorm,Jerez de la Frontera,2025-07-07,2025-08-13,69,892,114000,Ethiopian Airlines,,{},"{Toledo,Valencia}",Clase económica,{}
Ana Luisa Verdugo Verdugo,25775975,0,anluveve@viajes.cl,ana9638,qL8F1Pngs2yMESaQ,\+56 2 9287 8160,Diurno,Fonasa,Full time,507372,,,,,Disponible,56942,Madrid,Roquetas de Mar,2025-10-01,2025-12-28,49,2114,114000,Singapore Airlines,,{},"{Motril,Telde,""Sanlúcar de Barrameda""}",Clase ejecutiva,{}
Javier Arevalo Velasco,3476031,4,javier120@viajes.cl,javier4424,2jVhf87Ml,\+56 2 8138 9996,Nocturno,Consalud,Part time,507373,,,,,Disponible,28993,Palma de Mallorca,Lorca,2026-09-20,2027-01-05,9,2570,280000,British Airways,,{},"{Ferrol,Valdemoro,Benidorm,Móstoles}",Primera clase,{}
Homero Gaona Cortez,27635055,2,Homerocortez@viajes.cl,Homerocortez,wFkKc3iCMzsr,\+56 9 1435 6017,Nocturno,Más vida,Part time,507374,,,,,Disponible,32631,Málaga,Alcalá de Guadaira,2025-01-27,2025-03-14,52,1127,66000,Spirit Airlines,,{},"{Cuenta,Valladolid}",Clase económica,{}
Sr. Octavio Rosario Acevedo,15640584,1,sr.547@viajes.cl,Sr.acevedo,8BIJPzr2,\+56 9 6831 8065,Diurno,Banmédica,Part time,507375,,,,,Disponible,71813,San Sebastían de los Reyes,Jaén,2026-03-21,2026-04-23,74,813,62000,Alaska Airlines,,{},"{""Roquetas de Mar""}",Clase económica,{}
Lucas Monroy Aragón,25428276,6,lumoar@viajes.cl,Lucasaragón,Y9kTCkpRbKh,\+56 2 9061 9119,Nocturno,Colmena,Part time,507376,,,,,Disponible,60699,Segovia,Castellón de la Plana,2026-04-06,2026-09-21,36,4041,195000,Singapore Airlines,,{},"{Segovia,Orense,Linares}",Primera clase,{}
Carla Paredes Farías,928154,1,carla9177@viajes.cl,capafa,MGz6B11wIs4TYq,\+56 2 9399 4607,Nocturno,Banmédica,Full time,507377,,,,,Disponible,58134,Santa Coloma de Gramanet,Vitoria,2026-01-22,2026-04-01,86,1660,119000,United Airlines,,{},"{Zaragoza,Sagunto,""Molina de Segura"",Rivas-Vaciamadrid,""Alcalá de Henares""}",Clase económica,{}
Francisco Navarrete Ordóñez,14538848,1,frnaor@viajes.cl,Franciscoordóñez,uceXhkNigAcM4,\+56 2 2408 7049,Nocturno,Más vida,Part time,507378,,,,,Disponible,7981,Santander,Cartagena,2025-02-01,2025-04-08,12,1598,132000,Air France,,{},"{Ponferrada,""Alcalá de Guadaira"",Gecho,Vitoria}",Clase económica,{}
Rodrigo Soto Barreto,15371866,0,rosoba@viajes.cl,rodrigo7586,WPav80xCa,\+56 9 7442 1853,Nocturno,Fonasa,Full time,507379,,,,,Disponible,23645,Vitoria,Orihuela,2025-08-31,2025-12-05,35,2320,172000,Copa Airlines,,{},{},Clase ejecutiva,{}
Sra. Juana Noriega Vásquez,8783309,7,srjunová@viajes.cl,srjunová,c00iTGuZaAzP,\+56 2 8308 2605,Nocturno,Banmédica,Part time,507380,,,,,Disponible,73905,Santiago de Compostela,Alcobendas,2025-07-26,2025-12-17,77,3463,286000,WestJet,,{},"{Benidorm,Getafe}",Clase ejecutiva,{}
Sta. Susana Solorzano Escalante,316869,7,sta.6205@viajes.cl,stsusoes,xByQ1dA3,\+56 2 2512 3920,Diurno,Más vida,Full time,507381,,,,,Disponible,75436,Mérida,Elda,2025-11-29,2026-04-10,40,3171,341000,Etihad Airways,,{},"{Zaragoza,Oviedo,""Collado Villalba""}",Primera clase,{}
Ramiro Saavedra Borrego,1149620,2,ramiro1765@viajes.cl,rasabo,9rUxox8WT2I,\+56 2 9148 9233,Nocturno,Banmédica,Full time,507382,,,,,Disponible,37089,Pozuelo de Alarcón,Alcoy,2026-01-19,2026-05-30,2,3148,386000,Avianca,,{},"{Orihuela,""Castellón de la Plana"",Pontevedra,Cádiz,Majadahonda}",Primera clase,{}
Claudia Jaime Anguiano,15197859,2,cljaan@viajes.cl,claudia896,TgKueRrKxcaJ79Y,\+56 2 0245 3743,Nocturno,Consalud,Part time,507383,,,,,Disponible,78036,Paterna,San Fernando,2026-10-10,2027-02-25,88,3335,379000,Delta Air Lines,,{},"{Avilés,Rivas-Vaciamadrid}",Primera clase,{}
Julio Ceballos Santacruz,25214187,1,jucesa@viajes.cl,jucesa,L1BHTxaSR,\+56 9 6310 8850,Nocturno,Banmédica,Part time,507384,,,,,Disponible,45326,Alcalá de Henares,Murcia,2025-10-27,2025-11-21,22,622,15000,JetBlue,,{},"{Ávila,Sevilla}",Clase económica,{}
Sra. Rafael Pedroza Saavedra,15508172,4,Sra.saavedra@viajes.cl,Sra.saavedra,KVEIz2JhW9v,\+56 9 5440 7387,Nocturno,Colmena,Part time,507385,,,,,Disponible,8571,Santa Lucía de Tirajana,Segovia,2025-04-18,2025-06-11,84,1307,138000,Air Canada,,{},"{Benalmádena,""San Cristróbal de la Laguna""}",Clase económica,{}
